temp(c),pressure(mb),humidity(),cloud cover(),wind speed(mph),wind dir.,precip.(mm)
42,1004,23,0,7,3,0
42,1002,18,0,5,6,0
40,1002,24,2,7,10,0.3
36,1004,36,6,11,2,0.7
33,1005,45,6,7,4,0.3
30,1005,54,4,6,5,0.1
32,1006,54,0,7,5,0.1
37,1008,33,15,7,6,0.1
37,1007,32,35,9,5,1.9
31,1005,49,8,16,3,3.8
34,1003,46,1,5,4,0.1
31,1005,51,2,4,7,0.1
28,1007,60,0,7,7,0.1
26,1008,71,2,5,6,0.2
28,1008,58,5,7,5,0.1
33,1009,49,0,2,9,0
36,1007,32,0,3,15,0
36,1006,30,0,6,15,0
33,1006,36,0,2,11,0
30,1007,47,0,0,2,0
28,1007,52,0,0,5,0
26,1006,54,0,2,6,0
28,1007,49,0,0,8,0
34,1008,34,0,0,11,0
39,1006,20,0,1,14,0
38,1004,24,26,2,15,0
36,1006,37,52,6,11,0
34,1006,51,0,10,3,0
30,1005,51,0,11,5,0
26,1006,79,0,6,5,0
28,1007,75,0,5,4,0
34,1008,48,0,2,8,0
37,1006,34,0,2,15,0
36,1005,38,0,4,14,0
33,1005,45,0,4,10,0.1
30,1006,58,0,2,10,0
28,1006,61,0,3,8,0
26,1005,68,0,2,4,0
28,1006,67,0,1,5,0
34,1006,44,0,1,8,0
39,1004,24,0,5,14,0
39,1002,22,0,4,14,0
36,1003,32,0,3,14,0
33,1005,52,0,0,12,0
30,1006,63,0,4,4,0
26,1006,77,0,7,5,0
28,1007,74,0,7,5,0
34,1007,50,0,5,5,0
37,1005,32,0,5,9,0
37,1003,30,0,11,15,0
35,1005,45,0,9,12,0
32,1006,65,0,10,5,0
30,1005,60,0,12,6,0
26,1006,78,0,9,6,0
28,1007,74,0,7,5,0
32,1007,55,0,7,5,0
29,1006,74,0,12,6,0
27,1006,77,0,10,5,0
29,1007,77,0,11,5,0
33,1007,59,0,9,5,0
36,1005,47,0,8,4,0
33,1003,55,0,8,3,0
28,1004,64,0,7,3,0
24,1005,69,0,10,4,0
23,1005,69,0,11,5,0
28,1004,76,0,12,5,0
27,1005,79,0,8,5,0
29,1005,68,0,4,6,0
33,1003,50,15,11,9,0
29,1002,60,48,11,11,0.1
30,1004,64,39,6,2,0
27,1005,77,2,8,4,0.4
26,1006,80,7,10,5,12.53
27,1005,80,14,11,5,12.53
27,1007,74,18,11,5,12.53
28,1007,65,9,8,5,12.53
29,1005,68,29,9,9,12.53
32,1004,59,20,7,11,12.53
34,1005,57,0,5,3,0
31,1006,78,0,8,4,0
28,1006,79,0,9,5,0.3
27,1005,79,0,12,5,0
28,1007,74,0,9,5,0
32,1007,58,0,5,5,0
36,1005,46,10,6,8,0
35,1003,48,29,9,16,0
33,1005,56,18,8,12,0
30,1007,76,0,9,4,0
28,1007,77,0,11,5,0
27,1006,77,0,11,5,0
28,1008,75,0,9,5,0
32,1008,57,0,7,4,0
36,1006,45,15,6,8,0
36,1003,42,40,7,11,0
34,1004,50,21,8,2,0
31,1005,61,5,7,4,0.1
30,1005,64,0,6,5,0
28,1004,71,0,5,6,0
30,1005,69,0,5,5,0
34,1005,52,0,4,4,0
37,1003,42,16,4,6,0
36,1000,43,40,4,15,0
35,1001,49,17,3,11,0
32,1002,68,0,2,3,0
30,1002,71,0,4,5,0
29,1002,71,0,7,6,0
30,1002,67,0,8,5,0
35,1002,53,0,6,9,0
37,1000,43,0,5,15,0
37,998,44,0,8,15,0
37,1000,48,0,8,12,0
34,1001,67,0,11,5,0
31,1001,71,0,10,6,0
29,1000,74,0,11,5,0
29,1001,73,0,13,5,0
33,1001,58,0,10,5,0
37,999,44,0,6,8,0
37,997,43,0,9,15,0
34,999,54,0,11,11,0
31,1000,71,0,17,13,0
28,1000,76,0,12,5,0
26,999,84,0,8,5,0
29,1001,82,0,9,5,0
34,1001,61,0,9,5,0
36,998,46,0,10,5,0
36,997,43,0,10,4,0
35,998,52,0,10,4,0
33,1000,65,0,10,5,0
30,1000,71,0,10,5,0.2
27,1000,77,0,11,5,0.2
29,1001,76,0,10,5,0
34,1001,63,0,10,5,0.1
36,999,49,17,8,4,0
36,998,46,49,8,3,0
34,999,53,31,5,3,0
32,1000,66,0,6,4,0
29,1001,72,2,5,6,0
26,1001,76,4,2,6,0.1
29,1003,67,0,3,5,0
33,1003,52,15,1,6,0
37,1001,42,45,5,15,0
36,1000,40,30,5,15,0
35,1001,46,0,3,13,0
32,1002,61,0,3,12,0
29,1002,68,0,3,10,0
27,1002,76,0,1,3,0
31,1003,61,0,2,4,0
35,1003,43,0,7,8,0
39,1001,28,0,10,14,0
38,1000,27,0,9,14,0
35,1001,40,0,2,10,0
32,1002,57,0,1,2,0
30,1002,65,0,1,4,0
28,1001,73,0,2,5,0
31,1002,59,0,0,4,0
37,1001,41,0,3,7,0
40,999,26,0,7,14,0
40,997,26,0,4,14,0
36,998,34,0,2,13,0
33,999,52,0,0,10,0
31,999,61,0,0,3,0
30,999,69,0,1,4,0
30,1000,63,0,3,5,0
36,1001,38,0,3,9,0
40,999,25,0,6,14,0
39,998,26,0,7,14,0
36,999,41,1,5,15,0
33,1000,66,2,9,12,0.1
30,1000,71,0,7,4,0
28,1000,75,0,6,5,0
31,1002,68,0,4,4,0
37,1002,43,0,4,8,0
40,1000,28,0,4,15,0
40,999,31,0,2,15,0
38,1000,36,0,4,16,0
35,1001,56,0,3,16,0
31,1001,63,0,2,12,0
29,1001,70,0,4,4,0
30,1003,67,0,4,4,0
36,1003,42,0,4,4,0
36,1001,45,0,6,7,0
30,999,66,0,6,13,0
36,1001,45,0,5,14,0
33,1002,67,0,6,12,0
30,1002,69,0,3,4,0
28,1001,69,0,3,5,0
31,1002,59,0,2,6,0
35,1002,43,0,4,8,0
40,1000,29,0,5,15,0
39,999,30,0,7,14,0
36,999,39,0,5,15,0
33,1000,54,0,2,11,0
32,1001,61,0,0,4,0
30,1000,67,0,2,6,0
32,1001,62,0,5,5,0
38,1001,41,0,4,8,0
40,999,30,0,2,15,0
40,998,34,0,4,16,0
37,999,41,0,7,12,0
33,1000,60,0,10,4,0
31,1001,70,0,10,5,0
30,1000,74,0,9,5,0
31,1001,64,0,11,5,0
33,1001,46,0,10,5,0
37,999,42,15,10,5,0
34,998,48,45,9,3,0
28,999,66,34,8,2,0
24,1000,65,8,14,4,0.3
22,1001,72,3,13,5,0.5
27,1001,78,0,12,6,0
29,1002,73,0,12,5,0
32,1002,56,0,10,5,0
33,1000,56,0,14,5,0
33,998,54,0,11,5,0
35,999,56,8,9,5,0
32,1001,73,18,9,5,0.4
29,1001,76,8,11,5,1.3
27,1000,78,10,15,5,2.5
28,1002,82,11,14,5,2.7
32,1002,68,17,9,5,0.7
32,1000,64,33,8,5,0.1
29,998,74,29,9,5,0
33,999,67,0,8,5,0
30,1000,88,4,9,5,0.9
26,1000,89,12,8,6,2.2
24,999,89,9,5,6,0.8
28,1000,76,7,10,5,0.1
32,999,62,0,6,5,0
35,997,52,24,5,7,0.1
34,996,53,47,7,9,0.3
31,997,65,7,6,5,0.4
30,998,73,23,5,8,0.2
29,998,74,20,4,3,0.7
28,997,75,9,5,5,0.7
30,998,70,10,6,4,0
33,998,57,35,4,4,0.1
32,997,63,40,5,4,0
30,996,73,30,5,5,0
31,997,62,17,5,6,0
28,998,70,2,4,6,0.2
27,999,73,9,6,6,0.3
27,999,78,17,6,5,0.2
28,999,78,21,4,5,0.2
30,1000,69,26,3,6,0.1
30,999,65,37,3,10,0.2
33,998,54,28,4,12,0.3
32,999,59,33,3,3,0.2
30,1000,71,7,6,6,0.4
35,1001,47,45,9,9,0.1
34,1000,53,27,7,13,0.1
34,1001,53,27,6,13,0
37,1001,43,37,7,13,0
39,1001,39,46,5,13,0
40,999,37,41,4,12,0
39,999,39,30,5,12,0
37,1000,43,23,5,13,0
35,1001,49,28,4,12,0.1
33,1001,58,42,6,11,0.3
34,1001,56,40,5,12,0.1
37,1001,45,47,4,12,0.1
39,1000,39,48,3,11,0
39,998,38,41,4,12,0
39,998,39,31,4,12,0
37,999,44,31,3,11,0
36,999,48,33,4,11,0
33,998,53,37,7,11,0
34,998,52,33,8,11,0
38,999,41,45,9,13,0
39,999,39,45,8,14,0
39,997,38,41,9,14,0
38,997,40,35,9,14,0
37,998,43,53,5,13,0
36,997,45,71,4,12,0
34,997,52,64,4,10,0.2
35,997,49,45,8,10,0.3
39,998,35,21,12,13,0
41,997,29,20,11,14,0
41,995,30,43,11,13,0
40,995,34,76,11,13,0
37,997,39,54,10,12,0.1
36,997,41,19,10,12,0.2
36,996,41,25,9,12,0
36,996,43,15,13,13,0
39,997,38,23,15,13,0
41,996,33,35,15,13,0
41,994,31,51,11,13,0
40,994,36,64,10,13,0.2
36,996,47,74,9,14,1.5
34,996,58,79,5,12,3.2
33,996,62,69,6,9,2.2
33,996,62,52,7,7,0.9
35,998,56,66,8,11,1.4
36,997,55,59,8,11,2.4
34,996,67,75,13,5,4.7
32,997,73,62,14,6,0.2
30,998,76,71,14,6,0.1
30,998,78,49,9,5,1.6
30,996,78,47,1,2,3.9
31,996,73,51,5,4,1.9
34,997,62,62,8,5,0.2
35,996,54,70,9,5,1.9
36,995,55,51,10,5,6.6
34,995,63,48,9,5,12.53
31,997,71,54,11,5,4.1
30,998,75,45,9,5,1.1
31,997,74,38,5,5,3.2
31,998,72,37,6,5,2.2
34,998,63,52,7,4,0.1
35,998,56,97,10,4,1.2
34,996,63,97,15,5,3
31,996,75,95,18,5,1.6
29,997,78,99,17,5,0.3
30,997,76,44,13,5,6.7
30,996,79,48,10,5,4.5
31,997,76,44,9,5,0.3
35,998,62,63,10,5,1.1
36,998,55,95,11,5,6.9
35,997,58,86,13,5,12.53
33,997,63,54,13,5,2.6
31,998,73,49,12,5,0.1
28,997,81,100,19,5,0.3
27,994,82,99,22,4,0.2
27,994,81,100,25,4,1.7
28,995,81,100,29,4,12.53
29,995,82,100,29,5,12.53
29,994,85,100,28,5,12.53
28,994,85,99,29,6,12.53
28,996,82,94,32,5,5.5
27,997,84,95,30,5,1.6
27,996,87,100,28,5,3.3
28,998,83,100,28,6,0.6
30,1000,75,98,25,6,0.4
33,1000,68,77,23,6,0.7
34,999,64,47,21,6,1.4
32,999,69,48,16,7,4.4
30,1001,76,51,10,7,4.2
29,1001,79,67,7,7,0.1
29,1000,81,52,5,7,0.1
30,1001,76,84,4,8,0
34,1002,61,83,3,9,0
36,1000,50,64,3,11,0.1
38,998,47,46,4,13,0.3
37,998,49,67,4,13,0
35,999,56,64,6,12,0.1
33,999,65,54,8,13,0.4
32,998,70,41,7,13,0.7
33,999,67,34,7,13,0.6
36,1000,55,41,9,13,0.4
38,998,47,60,9,14,0
38,996,45,67,8,13,0
37,997,49,50,6,13,0
35,998,56,42,5,12,0
34,998,59,46,5,12,0
33,997,59,42,5,12,0.1
34,998,57,34,6,13,0
38,999,43,27,8,13,0
40,997,36,31,9,13,0
40,995,37,27,9,13,0
38,995,40,27,7,13,0
36,996,46,27,5,13,0
35,995,50,33,6,12,0
34,994,55,48,7,12,0.1
35,995,55,52,7,12,0.3
37,996,47,48,8,12,0.5
39,995,41,49,6,13,1
40,993,40,48,7,13,0.1
39,994,43,47,5,12,0
36,995,50,43,4,10,0
34,995,59,33,9,9,0
32,994,67,32,9,11,0
33,994,64,39,8,13,0
35,995,56,57,9,14,0
35,995,59,74,9,10,4
32,995,74,68,8,5,12.53
31,995,77,56,4,5,2.6
30,997,80,72,4,7,4
29,997,84,83,5,8,12.53
28,995,87,94,7,7,12.53
29,995,83,77,14,7,12.53
32,996,73,62,14,8,2.3
34,995,63,57,11,9,0.4
34,994,65,56,9,10,1.7
32,995,75,31,8,12,2.4
30,997,80,34,6,12,0.2
30,997,81,35,5,11,0.1
30,996,80,21,5,10,0.1
31,997,78,25,5,9,0
34,998,63,47,6,8,0
37,997,49,70,10,6,0
37,995,48,72,13,6,0.7
35,995,57,42,14,6,2.2
32,997,68,20,13,6,1.9
31,997,71,22,13,6,0.1
30,996,71,24,10,6,0.3
31,997,68,27,11,6,0.7
34,998,56,28,14,6,0
36,997,51,30,15,5,0
37,995,50,37,16,5,0.1
35,995,56,46,17,5,0.1
32,997,66,46,16,5,0.1
30,997,73,21,15,5,0
29,996,78,36,12,4,0
29,996,78,75,13,5,0.1
33,997,64,85,17,5,0
36,997,53,71,18,5,1
36,995,54,53,19,5,2.6
33,996,61,43,19,5,1.5
31,999,70,41,20,6,0.4
29,999,75,51,17,6,0
29,998,78,37,12,6,0
29,999,76,61,13,5,0
32,1000,63,92,16,6,0.2
35,999,53,83,19,6,0.4
35,998,53,60,19,6,0.3
33,999,62,52,17,6,0
30,1001,72,48,16,6,0
29,1001,76,52,15,5,0
30,1001,73,50,11,5,0
31,1001,68,59,9,6,0
34,1002,55,76,10,6,0
37,1001,47,64,13,6,0
37,999,47,41,15,6,0.1
35,999,55,25,15,6,0.2
31,1001,66,36,13,6,0.1
31,1001,69,65,12,6,0
30,1001,71,50,11,7,0.5
31,1002,70,39,10,6,2.2
34,1003,56,53,12,6,2.9
37,1001,48,55,13,6,0
38,999,46,37,12,6,0
36,999,51,56,10,6,0.4
33,1001,62,50,9,6,2.3
31,1002,68,57,9,6,3
30,1002,72,66,9,6,0.1
31,1002,71,55,10,5,0
35,1002,56,58,11,6,0
37,1000,46,65,11,6,0
38,998,44,58,12,6,0.6
35,998,55,62,12,5,4.4
32,1000,69,48,11,5,6.4
31,1000,73,47,10,6,0.8
30,1000,78,38,9,6,3.2
30,1000,76,33,12,5,3.7
33,1001,65,60,14,6,0.6
35,999,56,91,13,6,0.7
35,998,55,80,13,7,1.2
34,998,63,47,12,7,1.5
31,1000,72,23,10,6,1.2
30,1000,76,18,9,8,0.8
31,999,77,19,4,10,0.1
31,1000,74,15,5,10,0
35,1001,59,30,6,10,0
37,1000,,73,5,10,0.1
37,998,47,87,5,12,0
35,999,53,68,8,12,0.6
32,1001,64,26,12,13,1.2
31,1001,65,26,13,13,0.3
30,1000,64,46,15,14,0.5
30,1000,63,54,14,14,0
34,1001,52,32,16,14,0
38,1000,42,23,15,14,0
38,999,38,31,13,14,0
37,999,42,18,11,13,0
34,1000,49,16,9,13,0
33,1001,55,25,11,13,0
31,1000,62,33,13,13,0
31,1001,63,36,16,13,0
34,1001,53,45,17,14,0
37,1000,44,46,14,14,0
38,998,40,45,12,13,0
37,998,42,46,11,13,0
34,1000,47,39,10,13,0
33,1000,51,23,10,13,0
31,999,56,20,13,13,0
31,999,56,20,18,13,0
35,1000,47,23,20,14,0
37,999,41,33,17,14,0
38,997,38,23,15,13,0
37,997,42,19,12,13,0
34,998,49,24,9,13,0
33,999,55,28,12,13,0
31,999,61,19,13,14,0
31,999,60,18,14,14,0
35,1000,51,21,14,14,0
37,999,46,60,11,14,0
36,997,45,87,11,14,0
36,996,48,56,8,14,0
35,998,53,17,5,13,0
33,998,58,46,7,13,0.8
31,998,67,88,7,15,1.7
31,999,68,81,4,16,0.8
34,1000,59,76,4,15,1.7
37,1000,51,66,4,12,3.4
37,999,51,50,4,5,4.9
35,999,56,27,7,6,4.1
31,1001,63,26,11,6,2.1
29,1001,65,35,8,9,0.1
28,1000,73,66,4,14,1.8
28,1001,83,96,8,10,6.9
29,1003,80,100,11,2,12.53
31,1003,66,99,12,3,2.7
32,1002,64,97,15,4,0.6
31,1002,71,88,12,4,0.1
29,1003,76,67,9,4,0.1
28,1003,77,84,11,4,0.2
27,1002,77,96,12,3,0.5
27,1003,79,83,16,3,1.6
28,1004,82,83,19,3,5.1
30,1004,85,92,13,3,6.8
31,1001,79,60,11,3,1.7
30,1001,72,35,9,2,0.3
29,1002,76,39,6,2,0.8
28,1002,78,36,9,3,0.4
27,1001,88,69,13,4,0.2
27,1002,86,98,15,5,0.1
31,1002,72,84,17,5,0.4
34,1001,60,61,17,6,0.4
35,999,57,58,16,6,0.8
33,999,64,25,13,6,2.2
30,1001,74,19,9,7,2.1
30,1001,77,12,7,7,0
29,1001,77,18,6,6,0
30,1001,73,19,7,6,0
35,1002,56,26,10,7,0
37,1000,44,39,11,7,0
38,998,41,44,11,7,0
36,998,48,50,10,7,0.1
33,1000,61,55,9,7,0.3
31,1000,68,43,9,8,0.2
30,1000,71,54,8,10,0
30,1000,68,60,7,11,0
33,1001,57,34,6,12,0
36,1000,48,15,4,11,0
37,998,43,16,5,9,0
36,997,46,14,5,10,0
34,999,53,25,4,11,0
32,999,58,41,6,11,0
29,999,62,37,9,12,0
29,999,62,51,6,12,0
33,1000,54,56,6,11,0
36,999,47,50,5,8,0
37,998,44,44,6,7,0
36,997,47,45,5,6,0
33,999,53,51,4,6,0
32,999,58,67,4,8,0
31,999,65,62,2,13,0
32,999,63,35,2,12,0.2
35,1001,53,42,2,5,0.2
37,1000,47,59,2,7,0
37,998,45,54,2,7,0
37,998,48,41,2,4,0
35,1000,53,51,3,3,0
33,1000,57,51,3,6,0
32,1000,66,46,2,9,0.1
33,1000,64,38,3,10,0.1
37,1001,52,31,5,10,0.4
38,1000,44,35,7,9,0.5
38,998,41,44,8,9,0.1
37,998,45,35,7,9,0
34,1000,51,15,7,9,0
33,999,57,23,5,9,0
32,998,63,34,5,9,0
33,998,58,27,5,11,0
37,999,46,32,4,12,0
39,998,39,46,1,14,0
40,996,38,37,2,12,0
39,996,40,28,4,6,0
36,997,50,27,9,7,0
34,998,57,24,9,8,0
33,998,60,24,6,8,0
34,999,57,25,6,8,0
38,1000,45,30,7,8,0
39,999,40,45,8,6,0.1
39,997,42,45,11,6,0.2
37,998,50,36,11,6,0.4
33,1000,61,21,12,6,0.6
32,1001,66,33,10,7,1.2
32,1001,70,38,6,7,2
33,1002,67,28,6,7,0.1
37,1003,53,39,9,6,0.6
38,1002,45,47,9,6,2.2
38,1000,46,56,10,6,2.4
36,1000,51,29,9,6,0
34,1001,61,25,9,6,0.4
32,1002,65,40,8,7,0.8
32,1002,67,31,6,7,0.1
33,1003,64,29,6,7,0
36,1004,51,36,9,7,0
38,1002,44,51,11,6,0.1
38,1000,46,76,11,6,0
37,1000,50,41,11,6,0
33,1002,59,24,11,6,0
32,1002,67,45,11,7,0
31,1002,69,65,8,7,0.2
32,1003,67,37,8,6,0.2
35,1003,56,51,11,6,0
37,1002,47,77,13,6,0.1
37,999,46,64,13,6,0.1
35,999,53,22,12,6,0
33,1001,63,15,12,7,0
32,1001,69,20,10,7,0.1
31,1001,72,27,8,7,0
31,1001,70,29,9,6,0.1
35,1002,54,24,12,6,0
38,1000,43,37,14,6,0
38,998,45,75,13,6,0
35,998,55,95,12,6,1.4
32,1000,67,66,11,6,3.1
32,1001,69,32,10,6,0.5
31,1001,71,36,9,7,0.1
32,1002,69,31,7,7,0.6
35,1003,57,42,8,6,1.4
37,1002,49,73,8,6,1.8
37,1000,50,53,11,6,1
35,1001,57,33,11,6,0.4
33,1002,66,27,8,6,0.4
32,1002,69,31,7,7,0.4
32,1001,69,29,7,10,1
32,1002,71,28,6,11,2.2
36,1003,60,50,5,10,0.5
37,1002,50,77,5,9,0.7
38,1000,48,67,5,9,0.7
36,999,53,89,5,7,0.6
33,1001,63,76,9,6,1
32,1000,68,39,8,9,0.4
32,1000,70,51,5,11,0.4
33,1000,68,30,6,12,0.3
36,1001,54,30,7,14,0.6
38,1000,47,57,4,14,1
38,998,47,82,3,13,0.9
37,999,55,70,3,10,2.5
34,1001,70,41,6,12,5.2
32,1001,75,41,6,12,1.8
30,1001,81,64,6,12,2.6
31,1002,78,80,7,12,1.4
34,1003,67,55,9,12,0.5
36,1002,58,46,9,12,1.1
36,1000,58,65,9,13,3.2
34,999,68,47,6,13,3.8
31,1001,75,52,8,12,1.1
29,1001,79,58,9,11,2.1
28,1000,80,57,9,10,0.1
30,1001,79,44,6,12,0.2
33,1002,69,53,6,15,2.2
35,1001,63,58,10,14,6.1
34,999,68,42,14,14,5.4
31,1000,76,47,13,15,2.3
29,1001,80,60,10,15,1.7
29,1001,78,73,10,14,0.2
29,1000,75,40,15,13,0.1
30,1001,76,20,14,13,0.1
34,1002,63,29,16,13,0.4
37,1001,51,50,15,13,0.6
37,1000,52,59,13,13,2.2
34,1000,64,34,7,13,4.4
32,1002,71,24,5,13,3.4
31,1002,73,30,8,13,4.6
29,1001,72,29,15,13,0.5
29,1002,73,21,14,13,0
33,1003,61,16,16,13,0.1
36,1002,51,19,14,13,0.5
37,1000,50,16,12,13,0.7
35,1000,57,13,8,13,0
32,1001,64,15,6,12,0.6
31,1001,70,17,5,12,1.1
29,1000,72,33,3,11,0.2
30,1001,68,40,6,12,0
34,1002,55,27,6,13,0.1
37,1000,46,36,3,13,0.2
38,998,45,46,2,11,0.2
37,999,53,48,4,6,0.2
34,1000,66,46,10,6,1
31,1000,78,30,9,6,1.4
30,999,76,30,2,7,0.1
31,1000,71,41,3,11,0
35,1001,57,39,5,12,0.2
36,1000,50,52,7,14,0.8
37,998,49,45,7,14,0.7
36,999,53,62,6,14,0.1
33,1000,61,50,4,12,1.1
31,1000,70,55,4,11,2.4
30,1000,74,54,5,14,0.2
31,1000,71,27,3,10,0.1
35,1001,59,34,2,2,1
37,1001,53,61,2,6,3.3
37,999,53,52,4,15,3
36,999,59,25,4,11,0.1
33,1001,69,21,4,3,1.4
30,1000,73,46,6,8,2.7
30,999,67,79,7,12,0
31,1000,67,74,8,13,0
35,1001,54,75,8,14,0.1
37,1001,45,87,4,14,0.2
37,999,46,67,2,14,0.1
36,999,54,46,2,12,0.1
34,1001,57,48,2,9,0
33,1001,57,67,4,11,0.1
32,1000,60,95,4,14,0.1
33,1001,58,82,2,15,0
36,1002,51,51,2,12,0.3
37,1001,50,25,7,4,2.4
36,1000,56,18,10,5,3.5
34,1000,65,15,9,4,0
31,1001,74,18,9,5,0.1
30,1001,77,22,8,6,1.2
30,1000,78,36,6,6,3.2
31,1001,74,40,7,6,2
35,1002,61,52,9,5,1.4
36,1001,53,68,10,5,2.6
36,1000,56,45,12,5,2.3
33,1000,65,22,11,5,0.6
31,1002,75,18,11,6,3.3
30,1002,80,33,11,6,6.3
30,1001,80,54,7,6,0.4
30,1002,79,37,7,7,3.2
33,1003,66,30,9,5,5.2
35,1002,58,57,11,5,0
35,999,59,73,11,5,0.1
33,999,67,34,10,5,0.1
30,1001,76,42,11,5,0
30,1001,80,36,9,6,0
29,1000,83,34,6,6,0.1
31,1001,79,21,5,5,0.1
34,1002,64,32,8,4,0.1
36,1001,54,62,9,4,0
36,999,54,58,7,4,0
35,999,60,63,6,5,0.1
32,1001,69,70,7,5,0.5
31,1000,78,26,7,5,1.1
31,1000,79,22,3,3,2.6
32,1000,73,30,4,2,4.5
35,1001,59,35,6,2,0.1
37,1001,51,44,6,7,0.1
38,999,51,40,5,16,0.3
35,999,59,32,4,15,0.1
33,1001,66,27,3,11,0.4
32,1000,72,30,4,6,0.9
30,1000,75,27,6,11,0.3
31,1000,70,20,8,12,0.1
35,1002,53,16,10,13,0
38,1000,43,19,11,14,0
39,998,43,30,11,14,0
36,999,52,27,8,13,0
33,1000,58,44,6,11,0
31,1005,64,27,9,7,0.2
30,1005,73,36,8,6,0.6
31,1006,70,31,8,6,0.3
35,1007,57,41,10,6,0
37,1006,48,61,10,6,0
38,1004,48,40,8,6,0
36,1004,54,51,6,6,0
32,1005,58,39,7,5,0
31,1003,63,46,7,7,1.3
30,1003,71,47,7,7,2.4
31,1004,69,37,8,6,0.1
35,1005,56,42,12,6,0
37,1003,47,42,14,5,0.4
36,1001,50,46,12,5,0.7
34,1001,58,69,10,5,0.1
31,1003,66,64,10,6,0
30,1003,72,63,10,6,0.1
29,1002,75,45,8,5,0.1
30,1003,74,67,10,5,0.1
33,1004,62,56,14,5,0.2
35,1003,52,78,14,5,0.2
36,1000,53,48,12,5,0.1
33,1001,61,46,9,6,0.1
31,1002,68,46,9,6,0
30,1002,74,40,9,6,0
29,1003,78,21,8,6,0
30,1004,75,22,9,6,0.6
34,1005,62,44,12,6,1.8
36,1004,51,72,12,6,1.2
36,1002,51,35,11,6,0.1
34,1002,59,19,8,6,0
32,1004,66,7,9,6,0
32,1004,62,14,5,10,0
32,1003,64,5,4,11,0
32,1004,61,10,4,12,0
37,1004,50,13,3,10,0.1
39,1002,43,24,4,4,0
39,999,43,46,5,4,0.1
36,1000,52,39,6,5,0
33,1002,58,26,7,5,0.5
32,1002,68,22,6,5,2.9
29,1001,81,23,8,5,4
30,1002,82,23,9,6,0.3
33,1003,68,52,10,6,0.2
35,1002,57,73,11,5,0.3
34,1000,63,81,15,4,0.7
30,1000,76,76,16,4,0.4
27,1002,83,100,16,5,0.1
26,1002,86,100,12,4,0.2
25,1000,86,100,9,4,0.7
26,1001,88,100,10,5,4.3
27,1002,88,100,16,4,12.53
28,1002,90,100,18,2,12.53
28,1000,91,100,17,6,12.53
28,1000,91,100,10,16,3.5
27,1002,93,100,6,16,12.53
26,1002,93,100,10,11,12.53
26,1001,91,99,10,2,0.1
26,1002,87,97,9,2,0.1
28,1004,78,98,9,7,0.2
29,1004,76,100,12,12,0.5
30,1002,83,100,12,2,0.4
29,1003,86,87,10,2,0.4
28,1005,89,58,7,2,0.6
27,1005,90,67,5,5,0.3
27,1004,88,92,5,10,1.6
29,1005,81,66,7,11,4.3
34,1006,65,38,10,13,2.5
35,1004,56,28,12,13,0.4
35,1002,57,25,11,13,0.1
32,1002,69,27,9,12,0.2
29,1003,77,44,9,12,1.1
27,1011,54,14,6,5,0
26,1011,61,21,6,5,0
27,1012,59,7,6,6,0
32,1013,48,10,8,6,0
35,1012,41,29,6,6,0
34,1010,45,45,4,5,0
31,1010,55,46,4,4,0.1
28,1012,63,36,7,6,0.4
26,1012,76,18,6,6,1.1
25,1011,80,16,5,5,1.6
27,1013,77,17,6,5,0.9
31,1014,60,27,9,5,0
33,1012,49,47,10,5,0.1
33,1010,52,30,9,5,0.1
30,1011,63,11,7,5,0
27,1013,73,8,8,5,0
25,1013,80,15,7,5,0
25,1013,85,20,6,5,0
26,1014,83,21,6,5,0.1
30,1015,67,35,8,5,0.3
33,1013,53,35,9,5,0.1
32,1011,54,43,7,5,0
29,1011,63,18,5,6,0
27,1013,68,8,5,6,0
26,1013,74,9,4,7,0
26,1013,80,10,3,8,0.1
27,1014,77,9,2,8,0
32,1015,60,26,2,6,0.1
33,1013,49,49,3,3,0.1
33,1011,53,30,2,5,0.1
30,1011,64,28,2,11,0
28,1012,62,26,6,11,0
36,999,40,16,10,5,0.3
33,999,50,14,7,5,0.5
39,997,59,24,12,5,0.2
36,997,45,37,6,5,0.4
37,997,47,18,6,6,0.1
43,995,22,13,4,10,0.2
39,996,37,11,5,3,0.6
42,993,23,21,7,14,0.2
38,994,34,21,5,12,0.5
35,995,51,27,4,6,0.1
34,995,62,38,5,7,0.2
35,996,56,22,4,8,1
39,997,40,32,3,12,1.7
42,995,33,55,6,13,0.3
39,997,49,40,13,6,0.6
36,997,56,31,10,5,0.8
32,997,55,46,4,6,1.3
34,998,53,38,3,12,0.1
38,999,41,29,4,15,0.1
32,999,64,43,11,6,0.4
32,1000,64,38,10,6,2.6
36,1001,54,39,13,5,3.7
33,1001,62,31,8,6,1.6
36,1002,50,27,8,6,3.6
38,1001,43,40,11,6,0.9
41,998,35,52,5,12,0.2
39,999,40,58,4,8,0.6
35,1000,53,34,5,5,0.6
33,1001,65,39,6,6,0.8
38,1002,48,40,5,6,1.5
40,1001,40,32,7,2,0.1
39,1000,43,37,9,2,0.1
35,999,58,32,10,3,0.4
33,1000,63,45,8,5,0.5
29,1007,42,87,4,8,0.1
30,1008,42,65,5,8,0.1
34,999,54,71,6,9,0.5
32,999,62,57,5,10,1.2
33,1000,62,67,5,10,2.8
36,1000,55,76,4,10,3
37,997,47,45,7,6,0.3
